Timestamp,Sensor_ID,Location_Type,Temperature_C,Humidity_Pct,Wind_Speed_kmh,Precipitation_mm,Traffic_Density_Score,CO2_ppm,NO2_ppb,PM2.5,PM10,AQI_Category
2025-06-21 22:00:00,SNS-008,Roadside,22.4,61.9,11.2,0,0.51,466.0,28.3,22.5,33.0,Moderate
2025-06-21 23:00:00,SNS-020,Roadside,25.1,70.0,7.2,1,0.15,425.5,18.3,8.4,14.9,Good
2025-06-22 00:00:00,SNS-050,Industrial,24.5,63.9,3.4,0,0.18,490.6,14.3,37.0,54.2,Unhealthy for Sensitive
2025-06-22 01:00:00,SNS-012,Park,26.9,59.1,11.0,0,0.02,380.0,15.9,2.0,5.0,Good
2025-06-22 02:00:00,SNS-029,Park,20.9,69.7,4.5,0,0.19,409.7,21.4,2.0,5.0,Good
2025-06-22 03:00:00,SNS-016,Roadside,21.9,53.6,4.4,0,0.12,438.3,19.2,25.3,32.2,Moderate
2025-06-22 04:00:00,SNS-020,Roadside,21.3,73.0,6.8,0,0.14,448.5,20.1,34.0,55.0,Moderate
2025-06-22 05:00:00,SNS-019,Industrial,19.2,63.4,3.3,0,0.55,546.8,29.1,51.5,75.1,Unhealthy for Sensitive
2025-06-22 06:00:00,SNS-029,Park,22.7,66.9,7.7,0,0.55,426.2,27.9,2.9,5.0,Good
2025-06-22 07:00:00,SNS-030,Industrial,19.8,63.4,1.9,0,0.82,569.8,40.6,55.9,80.2,Unhealthy
2025-06-22 08:00:00,SNS-030,Industrial,21.4,56.9,3.6,0,0.79,550.5,40.6,58.3,98.1,Unhealthy
2025-06-22 09:00:00,SNS-047,Park,23.6,63.3,5.1,1,0.86,472.5,39.9,13.3,15.5,Moderate
2025-06-22 10:00:00,SNS-029,Park,27.8,56.8,7.4,0,0.47,403.8,34.2,10.3,21.8,Good
2025-06-22 11:00:00,SNS-028,Residential,24.4,59.6,1.7,0,0.59,465.3,35.1,21.0,28.3,Moderate
2025-06-22 12:00:00,SNS-004,Park,21.6,69.3,6.2,0,0.53,431.0,32.0,15.6,32.4,Moderate
2025-06-22 13:00:00,SNS-048,Roadside,25.5,61.7,8.8,0,0.38,436.8,20.0,34.2,51.8,Moderate
2025-06-22 14:00:00,SNS-005,Industrial,26.7,65.5,6.4,0,0.56,539.4,33.1,46.0,79.4,Unhealthy for Sensitive
2025-06-22 15:00:00,SNS-020,Roadside,19.0,68.1,11.7,1,0.57,450.1,29.9,22.2,28.0,Moderate
2025-06-22 16:00:00,SNS-008,Roadside,23.7,59.3,3.0,0,0.85,520.9,39.7,57.4,86.6,Unhealthy
2025-06-22 17:00:00,SNS-003,Park,21.4,60.9,5.3,10,0.83,452.4,44.9,11.4,19.1,Good
2025-06-22 18:00:00,SNS-016,Roadside,24.0,65.6,0.8,0,0.93,547.7,55.2,48.0,80.5,Unhealthy for Sensitive
2025-06-22 19:00:00,SNS-022,Roadside,21.0,62.2,17.2,0,0.75,436.8,39.0,14.1,25.4,Moderate
2025-06-22 20:00:00,SNS-036,Industrial,22.6,62.3,3.4,0,0.6,535.9,34.0,59.7,85.7,Unhealthy
2025-06-22 21:00:00,SNS-015,Roadside,20.8,58.7,1.9,0,0.49,490.9,32.1,44.5,62.4,Unhealthy for Sensitive
2025-06-22 22:00:00,SNS-007,Park,22.3,69.5,10.7,0,0.54,395.8,35.0,2.0,5.0,Good
2025-06-22 23:00:00,SNS-032,Roadside,23.2,69.2,1.4,0,0.14,464.0,19.9,36.5,44.6,Unhealthy for Sensitive
2025-06-23 00:00:00,SNS-036,Industrial,19.6,63.3,9.1,0,0.17,479.6,18.4,33.1,49.8,Moderate
2025-06-23 01:00:00,SNS-046,Roadside,22.7,65.7,3.7,0,0.08,447.0,18.4,26.7,38.5,Moderate
2025-06-23 02:00:00,SNS-039,Park,23.1,57.4,6.4,0,0.18,390.0,27.6,2.0,5.0,Good
2025-06-23 03:00:00,SNS-043,Industrial,23.3,61.7,6.3,0,0.16,482.4,7.9,33.3,50.8,Moderate
2025-06-23 04:00:00,SNS-025,Industrial,25.9,62.8,0.8,0,0.16,513.4,13.2,37.4,46.6,Unhealthy for Sensitive
2025-06-23 05:00:00,SNS-008,Roadside,22.5,66.9,0.6,0,0.36,480.3,29.1,47.8,74.8,Unhealthy for Sensitive
2025-06-23 06:00:00,SNS-013,Roadside,20.3,62.0,1.8,0,0.3,467.8,13.7,47.1,87.9,Unhealthy for Sensitive
2025-06-23 07:00:00,SNS-017,Roadside,20.6,67.4,2.2,0,0.91,518.7,50.0,57.7,101.0,Unhealthy
2025-06-23 08:00:00,SNS-009,Park,21.8,64.7,3.7,0,0.72,452.1,40.8,16.9,28.2,Moderate
2025-06-23 09:00:00,SNS-019,Industrial,20.2,70.5,6.1,0,0.85,549.5,44.3,50.9,80.1,Unhealthy for Sensitive
2025-06-23 10:00:00,SNS-008,Roadside,25.2,60.5,0.9,0,0.31,473.5,27.9,47.0,64.3,Unhealthy for Sensitive
2025-06-23 11:00:00,SNS-008,Roadside,26.0,65.6,0.1,0,0.55,502.2,26.2,49.8,76.5,Unhealthy for Sensitive
2025-06-23 12:00:00,SNS-028,Residential,20.7,68.5,6.1,0,0.54,440.2,32.3,21.9,26.4,Moderate
2025-06-23 13:00:00,SNS-022,Roadside,26.2,61.9,19.7,0,0.32,387.1,16.1,5.2,16.9,Good
2025-06-23 14:00:00,SNS-004,Park,20.7,60.9,8.0,0,0.59,417.7,24.8,12.5,20.3,Moderate
2025-06-23 15:00:00,SNS-015,Roadside,24.7,61.8,4.7,0,0.38,461.0,17.4,36.7,47.9,Unhealthy for Sensitive
2025-06-23 16:00:00,SNS-025,Industrial,21.5,64.7,0.8,0,0.76,572.5,31.6,62.4,95.2,Unhealthy
2025-06-23 17:00:00,SNS-008,Roadside,26.8,71.7,2.0,0,0.74,514.3,30.8,53.3,79.9,Unhealthy for Sensitive
2025-06-23 18:00:00,SNS-029,Park,22.4,67.2,2.5,0,0.9,490.6,45.1,33.0,43.2,Moderate
2025-06-23 19:00:00,SNS-043,Industrial,24.0,63.0,1.8,0,0.85,579.3,42.0,69.4,100.1,Unhealthy
2025-06-23 20:00:00,SNS-043,Industrial,22.8,66.2,2.2,0,0.41,540.6,36.5,50.0,79.8,Unhealthy for Sensitive
2025-06-23 21:00:00,SNS-038,Roadside,26.0,68.0,9.1,0,0.56,462.6,28.0,30.1,51.8,Moderate
2025-06-23 22:00:00,SNS-001,Roadside,22.8,62.3,1.0,10,0.53,502.7,26.5,26.4,40.7,Moderate
2025-06-23 23:00:00,SNS-029,Park,24.2,55.7,4.4,0,0.15,394.0,19.4,7.8,5.0,Good
2025-06-24 00:00:00,SNS-045,Residential,23.8,69.0,3.4,0,0.06,396.6,4.2,15.2,24.3,Moderate
2025-06-24 01:00:00,SNS-007,Park,23.3,64.2,1.1,0,0.1,398.4,29.5,2.0,5.1,Good
2025-06-24 02:00:00,SNS-030,Industrial,23.6,59.5,6.0,0,0.12,493.4,17.7,37.5,63.0,Unhealthy for Sensitive
2025-06-24 03:00:00,SNS-023,Roadside,20.1,61.2,9.6,0,0.17,419.5,15.7,20.9,24.0,Moderate
2025-06-24 04:00:00,SNS-012,Park,26.0,71.2,4.3,0,0.05,392.0,8.5,2.0,16.3,Good
2025-06-24 05:00:00,SNS-019,Industrial,25.4,65.5,2.3,0,0.49,524.1,30.7,52.1,87.7,Unhealthy for Sensitive
2025-06-24 06:00:00,SNS-031,Park,24.8,59.8,1.9,0,0.35,419.7,28.5,9.2,18.8,Good
2025-06-24 07:00:00,SNS-044,Residential,24.0,56.6,6.5,0,0.98,477.8,51.0,37.8,50.5,Unhealthy for Sensitive
2025-06-24 08:00:00,SNS-017,Roadside,21.2,66.8,1.0,0,0.76,523.3,53.1,55.2,84.9,Unhealthy
2025-06-24 09:00:00,SNS-032,Roadside,24.6,63.7,6.3,0,0.71,488.9,33.3,47.5,82.6,Unhealthy for Sensitive
2025-06-24 10:00:00,SNS-008,Roadside,25.4,68.3,6.6,0,0.56,476.2,31.8,39.7,55.9,Unhealthy for Sensitive
2025-06-24 11:00:00,SNS-037,Residential,20.6,59.7,6.2,0,0.5,432.4,21.3,13.0,18.3,Moderate
2025-06-24 12:00:00,SNS-015,Roadside,25.0,64.6,4.3,0,0.47,457.1,36.1,42.5,56.0,Unhealthy for Sensitive
2025-06-24 13:00:00,SNS-036,Industrial,22.7,69.6,3.6,0,0.35,514.3,21.9,37.5,58.9,Unhealthy for Sensitive
2025-06-24 14:00:00,SNS-034,Residential,26.1,74.2,2.7,0,0.37,418.7,26.9,25.0,34.6,Moderate
2025-06-24 15:00:00,SNS-002,Industrial,22.4,62.1,4.0,0,0.52,534.9,30.0,42.5,64.5,Unhealthy for Sensitive
2025-06-24 16:00:00,SNS-037,Residential,23.1,59.8,3.2,0,0.95,496.3,39.8,33.4,58.2,Moderate
2025-06-24 17:00:00,SNS-014,Roadside,25.1,61.6,3.1,0,0.99,526.4,51.2,54.1,82.0,Unhealthy for Sensitive
2025-06-24 18:00:00,SNS-027,Residential,23.7,64.7,2.7,0,0.83,482.7,34.2,25.2,36.7,Moderate
2025-06-24 19:00:00,SNS-042,Residential,23.5,62.9,2.5,0,0.85,492.6,45.2,33.8,45.2,Moderate
2025-06-24 20:00:00,SNS-043,Industrial,23.2,66.8,4.0,0,0.58,538.2,33.9,48.0,62.5,Unhealthy for Sensitive
2025-06-24 21:00:00,SNS-005,Industrial,25.6,62.2,3.4,0,0.47,538.0,23.8,40.6,57.7,Unhealthy for Sensitive
2025-06-24 22:00:00,SNS-049,Industrial,23.5,66.8,6.9,0,0.54,516.3,36.2,34.9,52.4,Moderate
2025-06-24 23:00:00,SNS-036,Industrial,19.7,61.4,3.0,0,0.12,503.0,11.6,46.1,72.0,Unhealthy for Sensitive
2025-06-25 00:00:00,SNS-035,Roadside,22.7,74.3,2.0,0,0.1,442.1,15.2,33.1,43.7,Moderate
2025-06-25 01:00:00,SNS-044,Residential,22.5,53.6,1.8,0,0.19,415.9,18.1,28.5,55.3,Moderate
2025-06-25 02:00:00,SNS-017,Roadside,19.3,69.6,14.4,0,0.07,383.3,17.1,15.0,31.3,Moderate
2025-06-25 03:00:00,SNS-034,Residential,25.8,74.7,11.3,0,0.09,380.0,15.7,2.0,5.0,Good
2025-06-25 04:00:00,SNS-021,Industrial,22.8,67.6,9.0,0,0.15,477.6,16.6,16.8,23.6,Moderate
2025-06-25 05:00:00,SNS-034,Residential,21.4,60.2,3.7,5,0.31,441.7,20.4,16.1,20.9,Moderate
2025-06-25 06:00:00,SNS-026,Industrial,21.2,57.1,1.2,0,0.41,539.4,23.1,41.3,58.4,Unhealthy for Sensitive
2025-06-25 07:00:00,SNS-040,Residential,23.2,61.7,5.1,0,0.76,449.9,41.3,32.6,50.1,Moderate
2025-06-25 08:00:00,SNS-002,Industrial,20.7,59.7,9.7,0,0.87,530.3,45.1,43.1,58.0,Unhealthy for Sensitive
2025-06-25 09:00:00,SNS-032,Roadside,19.9,64.8,2.2,0,0.81,530.9,42.0,54.8,79.0,Unhealthy for Sensitive
2025-06-25 10:00:00,SNS-003,Park,22.1,65.0,1.6,0,0.56,454.5,36.8,18.3,24.9,Moderate
2025-06-25 11:00:00,SNS-036,Industrial,21.1,59.9,0.9,0,0.6,545.5,30.5,53.4,74.4,Unhealthy for Sensitive
2025-06-25 12:00:00,SNS-041,Industrial,27.7,73.6,1.7,0,0.41,538.7,30.8,52.2,82.6,Unhealthy for Sensitive
2025-06-25 13:00:00,SNS-038,Roadside,21.7,60.7,2.5,0,0.46,479.3,21.8,47.0,75.0,Unhealthy for Sensitive
2025-06-25 14:00:00,SNS-031,Park,25.1,71.0,1.8,0,0.59,441.6,24.1,16.0,26.2,Moderate
2025-06-25 15:00:00,SNS-025,Industrial,21.0,63.2,1.9,0,0.48,552.2,30.0,56.5,80.1,Unhealthy
2025-06-25 16:00:00,SNS-037,Residential,23.0,63.4,4.6,0,0.82,480.2,43.3,21.5,39.3,Moderate
2025-06-25 17:00:00,SNS-001,Roadside,25.9,54.9,2.3,0,0.79,519.8,34.9,54.9,78.6,Unhealthy for Sensitive
2025-06-25 18:00:00,SNS-040,Residential,23.5,60.4,1.1,1,0.91,503.6,42.7,23.2,34.3,Moderate
2025-06-25 19:00:00,SNS-025,Industrial,23.2,66.1,6.0,0,1.0,567.6,50.8,56.5,83.0,Unhealthy
2025-06-25 20:00:00,SNS-047,Park,24.0,72.7,5.2,0,0.47,429.0,14.3,9.1,14.0,Good
2025-06-25 21:00:00,SNS-010,Roadside,22.0,62.8,6.9,0,0.36,457.4,40.0,35.6,51.1,Unhealthy for Sensitive
2025-06-25 22:00:00,SNS-027,Residential,19.9,56.5,5.4,5,0.57,439.9,32.4,10.1,10.0,Good
2025-06-25 23:00:00,SNS-044,Residential,24.4,68.4,0.8,0,0.11,417.4,19.9,9.6,18.6,Good
2025-06-26 00:00:00,SNS-042,Residential,19.2,68.1,8.3,0,0.14,380.0,14.5,15.7,18.8,Moderate
2025-06-26 01:00:00,SNS-009,Park,25.2,56.8,5.2,0,0.07,390.9,13.6,2.0,12.8,Good
2025-06-26 02:00:00,SNS-007,Park,22.4,67.5,1.6,5,0.18,411.7,22.7,10.6,20.9,Good
2025-06-26 03:00:00,SNS-007,Park,23.2,57.9,6.6,0,0.19,381.2,19.2,2.0,5.0,Good
2025-06-26 04:00:00,SNS-050,Industrial,24.1,74.3,9.7,0,0.19,469.8,13.7,28.3,43.0,Moderate
2025-06-26 05:00:00,SNS-003,Park,16.7,65.4,9.6,0,0.41,385.6,23.0,2.0,5.0,Good
2025-06-26 06:00:00,SNS-026,Industrial,24.1,70.2,5.9,0,0.58,524.6,37.4,44.9,62.8,Unhealthy for Sensitive
2025-06-26 07:00:00,SNS-039,Park,23.6,63.3,3.5,0,0.96,466.8,46.8,27.6,37.9,Moderate
2025-06-26 08:00:00,SNS-020,Roadside,19.5,61.4,2.8,0,0.78,508.9,41.2,48.2,72.5,Unhealthy for Sensitive
2025-06-26 09:00:00,SNS-048,Roadside,23.0,59.8,0.6,0,0.99,549.0,55.8,60.4,90.4,Unhealthy
2025-06-26 10:00:00,SNS-044,Residential,22.1,63.7,0.3,0,0.6,480.0,41.6,31.0,51.9,Moderate
2025-06-26 11:00:00,SNS-010,Roadside,24.3,69.7,4.0,1,0.39,452.4,37.1,25.0,25.3,Moderate
2025-06-26 12:00:00,SNS-029,Park,23.3,66.8,3.8,0,0.37,428.0,27.4,2.0,6.5,Good
2025-06-26 13:00:00,SNS-014,Roadside,23.5,63.3,3.8,0,0.41,457.3,31.0,36.0,55.8,Unhealthy for Sensitive
2025-06-26 14:00:00,SNS-035,Roadside,20.7,65.2,3.3,0,0.34,463.0,17.7,35.3,57.5,Unhealthy for Sensitive
2025-06-26 15:00:00,SNS-001,Roadside,19.7,69.9,2.0,0,0.33,480.4,3.7,50.6,83.1,Unhealthy for Sensitive
2025-06-26 16:00:00,SNS-022,Roadside,25.8,62.6,6.1,0,0.98,505.3,49.3,53.0,78.3,Unhealthy for Sensitive
2025-06-26 17:00:00,SNS-017,Roadside,26.3,69.3,9.7,0,0.93,496.1,47.8,37.7,58.3,Unhealthy for Sensitive
2025-06-26 18:00:00,SNS-037,Residential,21.6,59.8,7.1,0,0.87,459.8,40.9,23.2,34.4,Moderate
2025-06-26 19:00:00,SNS-009,Park,23.9,67.6,4.5,0,0.83,461.5,53.1,22.2,25.9,Moderate
2025-06-26 20:00:00,SNS-039,Park,23.6,65.2,3.4,0,0.58,445.6,38.7,20.6,39.2,Moderate
2025-06-26 21:00:00,SNS-039,Park,20.0,61.0,2.5,0,0.53,446.9,38.6,16.9,26.4,Moderate
2025-06-26 22:00:00,SNS-046,Roadside,21.6,63.1,3.8,0,0.59,483.7,32.6,49.8,78.2,Unhealthy for Sensitive
2025-06-26 23:00:00,SNS-021,Industrial,26.6,69.4,3.4,0,0.02,475.0,1.2,36.7,57.2,Unhealthy for Sensitive
2025-06-27 00:00:00,SNS-036,Industrial,23.3,78.9,3.4,1,0.19,514.4,18.8,20.3,30.5,Moderate
2025-06-27 01:00:00,SNS-019,Industrial,24.6,65.8,2.6,0,0.09,482.8,19.3,40.7,64.4,Unhealthy for Sensitive
2025-06-27 02:00:00,SNS-021,Industrial,24.5,65.1,0.4,0,0.02,504.9,12.3,43.8,64.1,Unhealthy for Sensitive
2025-06-27 03:00:00,SNS-020,Roadside,27.1,67.5,2.2,0,0.04,453.8,15.5,33.8,57.1,Moderate
2025-06-27 04:00:00,SNS-014,Roadside,23.4,60.1,3.5,0,0.12,446.3,11.5,34.3,47.5,Moderate
2025-06-27 05:00:00,SNS-049,Industrial,21.1,71.9,2.7,0,0.57,549.8,21.5,42.3,60.8,Unhealthy for Sensitive
2025-06-27 06:00:00,SNS-048,Roadside,21.0,49.5,2.6,0,0.36,470.2,26.7,39.7,57.7,Unhealthy for Sensitive
2025-06-27 07:00:00,SNS-007,Park,20.7,72.5,11.1,1,0.8,418.4,38.9,2.0,5.0,Good
2025-06-27 08:00:00,SNS-039,Park,21.8,65.3,2.4,0,0.9,461.5,49.8,27.0,40.2,Moderate
2025-06-27 09:00:00,SNS-009,Park,24.6,61.5,10.6,0,0.87,436.6,43.4,9.5,11.3,Good
2025-06-27 10:00:00,SNS-017,Roadside,23.3,65.1,3.8,0,0.46,464.2,30.7,40.3,60.7,Unhealthy for Sensitive
2025-06-27 11:00:00,SNS-003,Park,22.4,65.2,1.3,0,0.45,470.5,34.3,13.5,21.9,Moderate
2025-06-27 12:00:00,SNS-039,Park,24.3,62.9,5.9,0,0.47,428.7,22.1,2.2,5.0,Good
2025-06-27 13:00:00,SNS-043,Industrial,25.2,66.5,3.2,0,0.43,513.0,26.8,49.1,67.4,Unhealthy for Sensitive
2025-06-27 14:00:00,SNS-044,Residential,24.9,68.8,3.9,0,0.52,439.1,26.9,19.1,26.2,Moderate
2025-06-27 15:00:00,SNS-035,Roadside,23.8,61.4,8.4,0,0.38,432.6,27.9,32.9,35.4,Moderate
2025-06-27 16:00:00,SNS-007,Park,23.2,61.8,4.1,0,0.76,457.0,36.6,24.4,41.7,Moderate
2025-06-27 17:00:00,SNS-047,Park,23.0,61.7,2.0,0,0.76,470.9,36.2,22.5,39.7,Moderate
2025-06-27 18:00:00,SNS-006,Industrial,20.1,63.4,3.3,0,0.77,565.5,38.6,67.1,100.2,Unhealthy
2025-06-27 19:00:00,SNS-045,Residential,19.3,67.7,1.7,0,0.88,489.5,41.8,31.0,40.3,Moderate
2025-06-27 20:00:00,SNS-026,Industrial,18.9,67.9,1.9,0,0.3,511.0,13.6,45.4,59.7,Unhealthy for Sensitive
2025-06-27 21:00:00,SNS-045,Residential,23.1,62.5,4.1,0,0.31,430.0,26.9,22.8,35.8,Moderate
2025-06-27 22:00:00,SNS-005,Industrial,24.0,58.2,2.0,0,0.53,543.8,30.0,45.5,69.7,Unhealthy for Sensitive
2025-06-27 23:00:00,SNS-016,Roadside,22.6,67.9,2.6,0,0.04,447.7,14.8,34.3,48.6,Moderate
2025-06-28 00:00:00,SNS-040,Residential,21.0,58.4,1.5,0,0.19,433.1,24.7,14.6,14.4,Moderate
2025-06-28 01:00:00,SNS-008,Roadside,22.9,66.7,4.5,0,0.01,427.1,9.7,29.3,48.8,Moderate
2025-06-28 02:00:00,SNS-024,Park,26.5,59.1,6.3,0,0.14,383.9,9.4,2.0,5.0,Good
2025-06-28 03:00:00,SNS-026,Industrial,23.3,63.2,6.9,1,0.01,449.1,9.8,18.7,21.0,Moderate
2025-06-28 04:00:00,SNS-011,Residential,22.5,63.4,5.9,0,0.08,397.3,19.5,5.2,12.5,Good
2025-06-28 05:00:00,SNS-040,Residential,24.9,64.7,5.6,0,0.31,435.8,27.2,10.9,18.5,Good
2025-06-28 06:00:00,SNS-029,Park,20.6,61.4,4.2,5,0.59,443.3,36.7,7.6,9.5,Good
2025-06-28 07:00:00,SNS-024,Park,24.5,74.1,1.9,0,0.7,441.6,36.5,26.5,38.7,Moderate
2025-06-28 08:00:00,SNS-021,Industrial,22.1,65.5,7.6,0,0.94,567.1,45.9,52.7,85.5,Unhealthy for Sensitive
2025-06-28 09:00:00,SNS-005,Industrial,20.6,78.3,0.9,0,0.99,604.3,54.9,76.6,109.1,Unhealthy
2025-06-28 10:00:00,SNS-049,Industrial,23.2,66.7,5.4,0,0.53,517.2,38.2,35.8,58.5,Unhealthy for Sensitive
2025-06-28 11:00:00,SNS-014,Roadside,24.4,61.1,8.7,0,0.6,471.7,37.8,37.7,58.6,Unhealthy for Sensitive
2025-06-28 12:00:00,SNS-040,Residential,21.9,60.4,3.8,0,0.42,439.9,19.2,11.3,13.0,Good
2025-06-28 13:00:00,SNS-016,Roadside,25.2,69.5,2.9,0,0.53,508.9,34.7,46.4,79.8,Unhealthy for Sensitive
2025-06-28 14:00:00,SNS-049,Industrial,22.6,67.6,1.9,1,0.44,530.3,37.6,28.0,39.8,Moderate
2025-06-28 15:00:00,SNS-013,Roadside,23.6,66.3,3.5,0,0.39,482.1,26.9,43.6,60.0,Unhealthy for Sensitive
2025-06-28 16:00:00,SNS-048,Roadside,23.6,61.1,3.1,0,0.81,515.3,41.8,53.5,79.3,Unhealthy for Sensitive
2025-06-28 17:00:00,SNS-040,Residential,21.6,63.5,2.1,0,0.74,483.9,45.3,27.1,37.0,Moderate
2025-06-28 18:00:00,SNS-022,Roadside,19.6,62.2,1.4,0,0.95,540.8,47.7,62.8,95.7,Unhealthy
2025-06-28 19:00:00,SNS-050,Industrial,23.9,55.8,0.9,0,0.86,584.4,43.5,62.8,94.4,Unhealthy
2025-06-28 20:00:00,SNS-046,Roadside,24.8,69.8,0.6,0,0.52,506.5,24.1,52.5,75.9,Unhealthy for Sensitive
2025-06-28 21:00:00,SNS-046,Roadside,22.8,62.6,2.3,0,0.37,468.4,20.0,34.4,43.5,Moderate
2025-06-28 22:00:00,SNS-037,Residential,22.5,72.7,7.1,0,0.53,400.5,27.2,10.0,19.2,Good
2025-06-28 23:00:00,SNS-037,Residential,21.6,61.9,10.9,0,0.01,380.0,3.2,2.0,5.0,Good
2025-06-29 00:00:00,SNS-005,Industrial,22.4,49.8,1.1,0,0.14,514.3,16.3,43.6,58.4,Unhealthy for Sensitive
2025-06-29 01:00:00,SNS-042,Residential,24.8,70.7,3.8,0,0.06,404.1,1.2,12.0,32.8,Good
2025-06-29 02:00:00,SNS-016,Roadside,18.3,70.1,2.0,0,0.07,439.6,13.3,32.7,54.2,Moderate
2025-06-29 03:00:00,SNS-032,Roadside,20.1,65.3,5.1,0,0.1,429.9,25.3,19.8,35.4,Moderate
2025-06-29 04:00:00,SNS-009,Park,20.1,62.8,2.5,0,0.12,418.9,5.2,4.0,5.0,Good
2025-06-29 05:00:00,SNS-045,Residential,24.3,56.9,4.2,0,0.31,421.4,33.4,18.7,33.4,Moderate
2025-06-29 06:00:00,SNS-027,Residential,23.5,60.6,1.0,10,0.38,450.3,26.9,18.4,22.7,Moderate
2025-06-29 07:00:00,SNS-023,Roadside,24.5,72.6,5.7,0,0.91,508.7,48.7,50.2,82.6,Unhealthy for Sensitive
2025-06-29 08:00:00,SNS-026,Industrial,21.7,59.5,4.9,0,0.87,575.1,35.4,56.4,88.1,Unhealthy
2025-06-29 09:00:00,SNS-026,Industrial,25.2,63.4,2.4,0,0.88,556.4,43.4,64.9,88.5,Unhealthy
2025-06-29 10:00:00,SNS-013,Roadside,20.9,65.4,3.7,0,0.4,475.3,28.5,35.4,50.4,Unhealthy for Sensitive
2025-06-29 11:00:00,SNS-009,Park,24.6,65.8,1.3,1,0.43,435.8,37.5,6.4,12.0,Good
2025-06-29 12:00:00,SNS-032,Roadside,25.0,68.9,6.5,10,0.44,465.4,29.1,17.9,30.4,Moderate
2025-06-29 13:00:00,SNS-048,Roadside,24.1,66.6,6.1,0,0.58,476.8,32.0,38.3,57.3,Unhealthy for Sensitive
2025-06-29 14:00:00,SNS-001,Roadside,26.0,60.3,2.3,0,0.41,492.3,30.6,45.7,76.2,Unhealthy for Sensitive
2025-06-29 15:00:00,SNS-027,Residential,22.0,67.3,2.4,0,0.32,431.1,13.5,27.2,39.6,Moderate
2025-06-29 16:00:00,SNS-027,Residential,24.6,72.2,1.0,0,0.92,488.5,49.8,42.2,60.4,Unhealthy for Sensitive
2025-06-29 17:00:00,SNS-040,Residential,24.6,72.2,1.7,5,0.72,470.7,35.6,19.1,37.4,Moderate
2025-06-29 18:00:00,SNS-037,Residential,23.6,63.9,9.5,0,0.8,432.1,48.9,27.5,32.3,Moderate
2025-06-29 19:00:00,SNS-014,Roadside,21.6,60.4,1.4,0,0.98,548.2,50.2,55.3,88.4,Unhealthy
2025-06-29 20:00:00,SNS-046,Roadside,21.3,74.7,2.4,0,0.41,481.6,29.2,43.5,67.9,Unhealthy for Sensitive
2025-06-29 21:00:00,SNS-037,Residential,24.9,63.4,2.1,0,0.57,458.1,37.7,16.7,20.2,Moderate
2025-06-29 22:00:00,SNS-018,Residential,22.2,56.3,5.0,0,0.6,452.2,31.3,22.0,34.9,Moderate
2025-06-29 23:00:00,SNS-027,Residential,22.3,71.9,2.4,0,0.02,398.1,2.2,9.8,7.6,Good
2025-06-30 00:00:00,SNS-023,Roadside,21.9,57.8,8.9,0,0.09,427.5,8.4,16.5,24.6,Moderate
2025-06-30 01:00:00,SNS-048,Roadside,27.5,63.2,6.3,0,0.17,432.5,16.8,31.5,51.7,Moderate
2025-06-30 02:00:00,SNS-016,Roadside,21.5,56.6,0.6,0,0.19,458.8,8.6,26.3,41.5,Moderate
2025-06-30 03:00:00,SNS-006,Industrial,20.9,69.3,17.3,10,0.08,433.4,10.5,7.5,17.6,Good
2025-06-30 04:00:00,SNS-032,Roadside,22.7,73.8,2.5,0,0.2,450.3,20.3,40.8,61.1,Unhealthy for Sensitive
2025-06-30 05:00:00,SNS-034,Residential,25.7,68.3,2.3,0,0.32,424.9,23.3,16.0,15.5,Moderate
2025-06-30 06:00:00,SNS-014,Roadside,24.1,66.3,2.8,0,0.31,477.9,16.3,39.9,53.2,Unhealthy for Sensitive
2025-06-30 07:00:00,SNS-050,Industrial,22.6,64.9,4.9,0,0.96,589.3,46.5,54.9,88.2,Unhealthy for Sensitive
2025-06-30 08:00:00,SNS-025,Industrial,29.3,59.2,1.7,0,0.76,583.6,38.4,57.9,89.4,Unhealthy
2025-06-30 09:00:00,SNS-012,Park,23.6,60.5,7.7,0,0.89,444.8,46.6,10.2,18.8,Good
2025-06-30 10:00:00,SNS-016,Roadside,27.2,68.6,6.7,0,0.43,465.3,26.9,31.3,51.1,Moderate
2025-06-30 11:00:00,SNS-003,Park,22.9,58.7,4.9,0,0.34,409.0,22.6,2.0,5.0,Good
2025-06-30 12:00:00,SNS-047,Park,23.8,67.1,6.8,0,0.58,421.3,35.0,8.9,14.4,Good
2025-06-30 13:00:00,SNS-031,Park,24.0,71.9,2.2,0,0.42,432.1,24.5,4.8,5.0,Good
2025-06-30 14:00:00,SNS-023,Roadside,23.6,64.0,4.9,1,0.39,462.3,25.2,24.9,33.6,Moderate
2025-06-30 15:00:00,SNS-041,Industrial,23.1,62.0,8.4,0,0.5,510.2,33.6,42.6,55.6,Unhealthy for Sensitive
2025-06-30 16:00:00,SNS-046,Roadside,22.6,73.6,4.2,0,0.79,498.9,39.5,46.7,69.9,Unhealthy for Sensitive
2025-06-30 17:00:00,SNS-047,Park,21.7,69.5,3.5,0,0.88,467.0,45.2,23.8,34.7,Moderate
2025-06-30 18:00:00,SNS-014,Roadside,22.8,59.5,2.6,0,1.0,522.8,46.0,52.5,86.0,Unhealthy for Sensitive
2025-06-30 19:00:00,SNS-035,Roadside,23.3,73.9,5.5,0,0.97,538.9,42.0,51.3,67.2,Unhealthy for Sensitive
