,,,sensor_id,sensor_id,location_type,location_type,temperature_c,temperature_c,humidity_pct,humidity_pct,wind_speed_kmh,wind_speed_kmh,precipitation_mm,precipitation_mm,traffic_density_score,traffic_density_score,co2_ppm,co2_ppm,no2_ppb,no2_ppb,pm2.5,pm2.5,pm10,pm10,aqi_category,aqi_category
SNS-016,Roadside,2025-07-26,SNS-016,SNS-016,Roadside,Roadside,14.9,21.9,58.5,77.8,2.1,5.8,0.0,1.0,0.14,0.37,438.2,482.8,14.5,25.5,20.4,48.0,25.7,60.8,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-07-31,SNS-016,SNS-016,Roadside,Roadside,17.6,19.9,70.7,81.5,1.0,3.8,0.0,0.0,0.05,0.72,438.4,507.7,17.4,35.5,29.4,44.9,32.3,66.2,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-08-05,SNS-016,SNS-016,Roadside,Roadside,19.3,20.7,73.1,77.5,1.1,5.9,0.0,0.0,0.04,0.55,450.6,478.4,22.7,27.1,33.4,49.9,49.0,75.2,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-08-10,SNS-016,SNS-016,Roadside,Roadside,19.1,19.6,63.9,69.5,1.3,3.8,0.0,0.0,0.72,0.76,496.0,524.5,36.1,43.2,50.0,58.2,70.6,84.5,Unhealthy,Unhealthy for Sensitive
SNS-016,Roadside,2025-08-15,SNS-016,SNS-016,Roadside,Roadside,18.8,20.3,69.6,71.9,0.6,4.3,0.0,0.0,0.53,0.83,476.9,535.9,30.6,33.2,43.0,62.6,70.7,87.8,Unhealthy,Unhealthy for Sensitive
SNS-016,Roadside,2025-08-20,SNS-016,SNS-016,Roadside,Roadside,20.6,22.0,64.0,64.5,0.7,1.1,0.0,0.0,0.12,0.31,445.0,467.8,16.5,17.1,31.8,41.2,39.8,64.9,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-08-25,SNS-016,SNS-016,Roadside,Roadside,20.9,20.9,65.8,69.1,5.4,10.5,0.0,0.0,0.47,0.52,449.2,480.0,35.8,38.6,32.6,43.6,45.2,76.3,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-08-30,SNS-016,SNS-016,Roadside,Roadside,16.4,16.4,74.8,74.8,4.0,4.0,0.0,0.0,0.53,0.53,472.2,472.2,32.5,32.5,41.9,41.9,57.2,57.2,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2025-09-04,SNS-016,SNS-016,Roadside,Roadside,18.4,19.1,65.0,75.6,5.1,8.2,0.0,1.0,0.36,0.89,437.9,515.9,29.0,47.2,28.7,56.5,38.4,83.3,Moderate,Unhealthy
SNS-016,Roadside,2025-09-09,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2025-09-14,SNS-016,SNS-016,Roadside,Roadside,19.1,22.0,63.6,73.0,3.5,9.7,0.0,0.0,0.18,0.72,417.1,510.4,20.0,49.2,22.7,51.4,39.2,75.4,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-09-19,SNS-016,SNS-016,Roadside,Roadside,19.4,19.4,70.4,70.4,1.1,1.1,0.0,0.0,0.4,0.4,486.9,486.9,33.0,33.0,47.6,47.6,68.9,68.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2025-09-24,SNS-016,SNS-016,Roadside,Roadside,16.0,20.0,58.4,76.9,2.0,5.4,0.0,0.0,0.3,0.3,451.9,468.9,17.1,23.3,30.9,36.5,58.0,58.3,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-09-29,SNS-016,SNS-016,Roadside,Roadside,20.9,22.8,60.3,60.6,1.7,1.7,0.0,0.0,0.19,0.53,447.2,492.6,23.1,32.4,31.3,55.2,41.7,84.6,Moderate,Unhealthy
SNS-016,Roadside,2025-10-04,SNS-016,SNS-016,Roadside,Roadside,19.8,24.3,59.7,66.4,0.4,4.9,0.0,5.0,0.04,0.99,442.9,536.6,12.9,46.4,25.1,65.6,40.4,92.5,Moderate,Unhealthy
SNS-016,Roadside,2025-10-09,SNS-016,SNS-016,Roadside,Roadside,18.6,18.6,66.9,66.9,4.4,4.4,0.0,0.0,0.15,0.15,437.9,437.9,16.9,16.9,20.8,20.8,21.0,21.0,Moderate,Moderate
SNS-016,Roadside,2025-10-14,SNS-016,SNS-016,Roadside,Roadside,19.8,20.4,57.3,65.0,1.0,12.1,0.0,0.0,0.04,0.39,440.4,449.4,12.0,33.8,20.1,33.9,32.4,44.6,Moderate,Moderate
SNS-016,Roadside,2025-10-19,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2025-10-24,SNS-016,SNS-016,Roadside,Roadside,21.0,25.3,61.2,68.4,0.4,3.8,0.0,0.0,0.03,0.8,444.9,513.3,17.8,43.9,26.8,53.8,46.4,86.4,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-10-29,SNS-016,SNS-016,Roadside,Roadside,20.7,24.0,64.1,68.7,2.0,8.1,0.0,0.0,0.33,0.75,453.5,467.7,22.2,42.1,37.3,38.1,46.5,51.4,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2025-11-03,SNS-016,SNS-016,Roadside,Roadside,22.2,25.0,61.2,72.4,0.9,3.5,0.0,5.0,0.02,0.73,435.0,513.6,7.0,39.8,18.4,50.6,24.8,67.9,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-11-08,SNS-016,SNS-016,Roadside,Roadside,23.3,23.3,57.7,57.7,7.5,7.5,0.0,0.0,0.49,0.49,457.1,457.1,23.9,23.9,36.7,36.7,45.7,45.7,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2025-11-13,SNS-016,SNS-016,Roadside,Roadside,26.9,29.0,57.5,59.4,0.5,4.5,0.0,1.0,0.19,0.5,452.6,489.9,16.4,29.6,25.5,47.8,39.1,70.9,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-11-18,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2025-11-23,SNS-016,SNS-016,Roadside,Roadside,28.6,28.6,59.8,59.8,1.6,1.6,10.0,10.0,0.19,0.19,479.5,479.5,17.7,17.7,25.0,25.0,35.4,35.4,Moderate,Moderate
SNS-016,Roadside,2025-11-28,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2025-12-03,SNS-016,SNS-016,Roadside,Roadside,27.4,27.4,54.2,54.2,3.0,3.0,0.0,0.0,0.37,0.37,474.0,474.0,27.8,27.8,39.7,39.7,55.7,55.7,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2025-12-08,SNS-016,SNS-016,Roadside,Roadside,27.2,28.2,58.2,59.1,2.2,6.3,0.0,0.0,0.46,0.95,464.3,540.5,28.5,44.7,29.1,60.0,46.9,94.6,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-12-13,SNS-016,SNS-016,Roadside,Roadside,27.2,30.3,43.4,55.1,1.6,11.4,0.0,0.0,0.09,0.86,435.9,482.3,10.1,51.9,18.5,41.3,33.4,61.7,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2025-12-18,SNS-016,SNS-016,Roadside,Roadside,25.2,30.4,45.9,52.8,2.7,14.3,0.0,0.0,0.0,0.92,385.2,520.0,-1.2,41.0,8.5,57.2,9.6,86.7,Good,Unhealthy for Sensitive
SNS-016,Roadside,2025-12-23,SNS-016,SNS-016,Roadside,Roadside,30.6,31.3,49.4,52.9,3.3,9.3,0.0,0.0,0.0,0.18,412.7,442.6,2.7,11.8,17.8,28.6,32.1,50.5,Moderate,Moderate
SNS-016,Roadside,2025-12-28,SNS-016,SNS-016,Roadside,Roadside,27.6,27.9,48.7,51.1,5.9,14.0,0.0,1.0,0.09,0.49,408.2,474.7,19.3,26.7,11.1,20.6,18.2,35.2,Good,Moderate
SNS-016,Roadside,2026-01-02,SNS-016,SNS-016,Roadside,Roadside,33.3,33.3,47.5,47.5,6.3,6.3,0.0,0.0,0.14,0.14,458.8,458.8,8.9,8.9,32.5,32.5,37.4,37.4,Moderate,Moderate
SNS-016,Roadside,2026-01-07,SNS-016,SNS-016,Roadside,Roadside,29.9,32.0,45.3,55.5,1.4,2.4,0.0,0.0,0.06,0.81,446.6,528.0,17.3,46.7,27.2,53.1,29.7,82.1,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-01-12,SNS-016,SNS-016,Roadside,Roadside,25.2,27.0,46.3,54.3,1.6,2.0,0.0,0.0,0.54,0.87,503.6,537.8,24.0,36.8,51.2,57.9,70.9,83.8,Unhealthy,Unhealthy for Sensitive
SNS-016,Roadside,2026-01-17,SNS-016,SNS-016,Roadside,Roadside,26.9,31.2,53.1,60.3,2.7,4.2,0.0,1.0,0.14,0.98,446.9,520.4,17.7,51.5,17.8,62.2,24.8,92.4,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-01-22,SNS-016,SNS-016,Roadside,Roadside,27.4,33.4,40.2,50.0,1.1,10.0,0.0,0.0,0.15,0.88,449.6,517.2,12.9,43.3,26.3,55.7,36.7,82.1,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-01-27,SNS-016,SNS-016,Roadside,Roadside,25.9,33.8,41.0,50.1,0.2,8.2,0.0,0.0,0.38,0.8,457.7,542.1,30.0,53.3,29.2,71.8,49.2,112.1,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-02-01,SNS-016,SNS-016,Roadside,Roadside,29.3,34.8,46.4,57.0,2.4,4.6,0.0,10.0,0.06,0.58,425.4,490.4,17.1,30.6,12.8,46.8,28.8,68.0,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-02-06,SNS-016,SNS-016,Roadside,Roadside,27.4,34.9,39.6,56.1,2.3,10.7,0.0,0.0,0.07,0.79,424.7,494.7,11.2,43.8,33.1,44.1,47.9,64.8,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-02-11,SNS-016,SNS-016,Roadside,Roadside,29.2,29.2,41.1,41.1,6.6,6.6,0.0,0.0,0.78,0.78,508.9,508.9,30.1,30.1,45.2,45.2,72.9,72.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-02-16,SNS-016,SNS-016,Roadside,Roadside,27.5,31.3,51.3,53.4,2.4,6.1,0.0,1.0,0.15,0.96,469.6,514.6,12.3,52.2,30.5,36.1,38.7,53.8,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-02-21,SNS-016,SNS-016,Roadside,Roadside,26.3,26.3,50.2,50.2,8.8,8.8,0.0,0.0,0.74,0.74,464.7,464.7,44.3,44.3,34.1,34.1,44.4,44.4,Moderate,Moderate
SNS-016,Roadside,2026-02-26,SNS-016,SNS-016,Roadside,Roadside,27.5,27.5,43.2,43.2,10.0,10.0,0.0,0.0,0.55,0.55,450.7,450.7,24.0,24.0,35.4,35.4,46.1,46.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-03-03,SNS-016,SNS-016,Roadside,Roadside,28.2,28.2,62.1,62.1,3.3,3.3,0.0,0.0,0.44,0.44,471.6,471.6,31.3,31.3,38.6,38.6,53.6,53.6,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-03-08,SNS-016,SNS-016,Roadside,Roadside,27.8,27.8,50.4,50.4,0.3,0.3,0.0,0.0,0.55,0.55,497.6,497.6,28.2,28.2,41.2,41.2,61.0,61.0,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-03-13,SNS-016,SNS-016,Roadside,Roadside,27.8,27.8,59.0,59.0,2.1,2.1,0.0,0.0,0.11,0.11,465.2,465.2,16.1,16.1,34.9,34.9,56.2,56.2,Moderate,Moderate
SNS-016,Roadside,2026-03-18,SNS-016,SNS-016,Roadside,Roadside,26.0,26.4,55.0,56.8,1.0,11.1,0.0,0.0,0.3,0.5,416.9,491.0,18.0,31.4,14.5,49.6,19.2,76.8,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-03-23,SNS-016,SNS-016,Roadside,Roadside,26.9,26.9,61.7,61.7,7.6,7.6,0.0,0.0,0.03,0.03,413.3,413.3,8.0,8.0,18.3,18.3,30.5,30.5,Moderate,Moderate
SNS-016,Roadside,2026-03-28,SNS-016,SNS-016,Roadside,Roadside,27.7,30.1,58.1,64.5,0.9,6.7,0.0,1.0,0.37,0.91,469.1,500.6,29.7,54.4,31.2,54.5,44.5,82.6,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-04-02,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2026-04-07,SNS-016,SNS-016,Roadside,Roadside,28.8,28.8,50.5,50.5,6.5,6.5,0.0,0.0,0.81,0.81,512.4,512.4,45.3,45.3,41.6,41.6,60.9,60.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-04-12,SNS-016,SNS-016,Roadside,Roadside,24.7,27.9,54.9,63.8,2.4,5.5,0.0,0.0,0.55,0.9,481.4,520.1,35.0,50.3,44.7,62.1,59.5,91.1,Unhealthy,Unhealthy for Sensitive
SNS-016,Roadside,2026-04-17,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2026-04-22,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2026-04-27,SNS-016,SNS-016,Roadside,Roadside,23.0,27.6,53.9,67.7,0.1,8.0,0.0,0.0,0.14,0.5,415.3,497.9,12.2,26.0,25.0,58.2,32.6,90.3,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-05-02,SNS-016,SNS-016,Roadside,Roadside,19.7,25.8,59.0,60.7,0.3,1.5,1.0,5.0,0.45,0.74,470.5,518.3,27.7,33.1,26.9,31.2,29.8,49.2,Moderate,Moderate
SNS-016,Roadside,2026-05-07,SNS-016,SNS-016,Roadside,Roadside,22.4,26.7,64.5,73.5,2.2,3.7,0.0,0.0,0.11,0.34,459.5,477.1,12.9,15.0,29.9,45.3,41.2,78.6,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-05-12,SNS-016,SNS-016,Roadside,Roadside,21.0,21.0,58.6,58.6,3.2,3.2,0.0,0.0,0.39,0.39,471.7,471.7,30.0,30.0,33.6,33.6,54.6,54.6,Moderate,Moderate
SNS-016,Roadside,2026-05-17,SNS-016,SNS-016,Roadside,Roadside,19.7,25.0,66.8,70.7,2.4,2.5,0.0,0.0,0.14,0.55,454.2,479.7,18.1,34.1,26.2,47.8,32.6,65.7,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-05-22,SNS-016,SNS-016,Roadside,Roadside,20.3,22.8,65.7,72.2,1.2,9.1,0.0,0.0,0.11,0.83,436.8,526.9,7.8,47.6,21.6,55.5,32.2,76.1,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-05-27,SNS-016,SNS-016,Roadside,Roadside,19.7,22.4,66.2,71.8,2.2,5.8,0.0,0.0,0.14,0.75,431.2,506.4,15.2,31.4,28.5,54.0,39.6,76.4,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-06-01,SNS-016,SNS-016,Roadside,Roadside,18.8,20.2,57.4,68.7,0.8,5.5,0.0,0.0,0.01,0.37,421.3,498.7,12.1,21.4,32.7,41.2,49.2,72.0,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-06-06,SNS-016,SNS-016,Roadside,Roadside,17.7,17.7,69.1,69.1,1.4,1.4,0.0,0.0,0.56,0.56,498.9,498.9,24.8,24.8,41.3,41.3,64.5,64.5,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-06-11,SNS-016,SNS-016,Roadside,Roadside,18.5,22.0,63.7,71.6,3.1,7.4,0.0,0.0,0.04,0.76,426.4,491.0,4.3,40.5,25.6,48.1,37.7,73.0,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-06-16,SNS-016,SNS-016,Roadside,Roadside,19.1,20.5,62.3,75.2,0.7,5.6,0.0,0.0,0.35,0.53,459.9,469.1,29.8,33.6,41.1,44.4,64.8,66.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-06-21,SNS-016,SNS-016,Roadside,Roadside,19.7,20.8,59.9,78.3,3.5,8.0,0.0,5.0,0.05,0.73,424.0,496.8,6.6,39.6,22.6,38.4,31.1,62.0,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-06-26,SNS-016,SNS-016,Roadside,Roadside,19.3,20.2,65.9,73.3,2.5,6.8,0.0,0.0,0.3,0.59,440.3,485.4,22.7,30.2,32.4,45.5,47.2,65.8,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-07-01,SNS-016,SNS-016,Roadside,Roadside,22.2,22.2,73.0,73.0,7.5,7.5,0.0,0.0,0.45,0.45,458.3,458.3,32.0,32.0,34.5,34.5,48.2,48.2,Moderate,Moderate
SNS-016,Roadside,2026-07-06,SNS-016,SNS-016,Roadside,Roadside,17.1,20.4,66.1,72.3,2.2,7.7,0.0,0.0,0.48,0.74,488.8,494.7,24.9,32.1,46.4,48.0,68.5,71.2,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-07-11,SNS-016,SNS-016,Roadside,Roadside,20.3,21.5,63.8,67.7,0.5,2.0,0.0,0.0,0.15,0.45,475.2,480.3,12.6,35.9,43.8,49.5,66.4,71.2,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-07-16,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2026-07-21,SNS-016,SNS-016,Roadside,Roadside,19.9,21.2,63.2,75.1,3.4,6.2,0.0,5.0,0.44,0.79,472.8,494.2,21.2,54.8,28.1,55.7,48.4,80.2,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-07-26,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2026-07-31,SNS-016,SNS-016,Roadside,Roadside,17.4,22.7,65.6,72.1,3.8,12.1,0.0,1.0,0.1,0.91,435.6,480.3,13.6,51.1,16.0,43.4,16.2,66.1,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-08-05,SNS-016,SNS-016,Roadside,Roadside,20.5,22.7,66.0,71.1,2.2,8.6,0.0,0.0,0.08,0.36,413.4,479.5,10.0,14.7,19.9,43.9,31.3,65.5,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-08-10,SNS-016,SNS-016,Roadside,Roadside,16.2,21.5,65.3,69.2,1.9,6.7,0.0,0.0,0.07,0.84,418.8,528.3,16.3,45.7,28.7,53.5,42.1,83.0,Moderate,Unhealthy for Sensitive
SNS-016,Roadside,2026-08-15,SNS-016,SNS-016,Roadside,Roadside,18.0,23.1,64.3,68.7,1.3,5.3,0.0,1.0,0.46,0.87,473.7,529.7,28.9,49.0,38.6,47.2,53.5,67.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-08-20,,,,,,,,,,,,,,,,,,,,,,,,
SNS-016,Roadside,2026-08-25,SNS-016,SNS-016,Roadside,Roadside,22.7,26.3,59.8,64.1,2.4,4.4,0.0,0.0,0.58,0.6,481.4,502.3,31.2,38.3,48.1,51.5,65.0,76.3,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-08-30,SNS-016,SNS-016,Roadside,Roadside,23.1,24.4,64.3,68.5,0.7,3.9,0.0,0.0,0.74,0.77,511.5,522.3,26.4,38.5,51.3,57.9,73.6,90.3,Unhealthy,Unhealthy for Sensitive
SNS-016,Roadside,2026-09-04,SNS-016,SNS-016,Roadside,Roadside,22.4,24.1,67.3,67.5,2.4,4.0,0.0,1.0,0.01,0.11,431.2,441.3,7.8,12.5,14.7,31.5,27.2,45.3,Moderate,Moderate
SNS-016,Roadside,2026-09-09,SNS-016,SNS-016,Roadside,Roadside,23.1,25.8,51.0,54.5,1.2,2.8,0.0,0.0,0.49,0.56,487.3,492.2,25.0,32.2,39.1,42.0,56.6,60.4,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-016,Roadside,2026-09-14,SNS-016,SNS-016,Roadside,Roadside,22.3,22.3,67.5,67.5,0.9,0.9,0.0,0.0,0.49,0.49,496.8,496.8,24.1,24.1,41.2,41.2,64.3,64.3,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-01-08,SNS-017,SNS-017,Roadside,Roadside,24.5,25.7,60.4,64.6,2.9,4.3,0.0,0.0,0.38,0.93,463.1,528.5,23.4,43.7,35.2,54.7,48.8,93.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-01-13,SNS-017,SNS-017,Roadside,Roadside,26.3,26.3,58.7,58.7,6.5,6.5,0.0,0.0,0.49,0.49,451.5,451.5,26.0,26.0,46.6,46.6,69.9,69.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-01-18,SNS-017,SNS-017,Roadside,Roadside,22.9,22.9,55.5,55.5,1.7,1.7,5.0,5.0,0.51,0.51,499.0,499.0,33.3,33.3,26.5,26.5,45.5,45.5,Moderate,Moderate
SNS-017,Roadside,2025-01-23,SNS-017,SNS-017,Roadside,Roadside,27.5,29.3,51.2,51.5,3.6,17.7,0.0,0.0,0.4,0.45,414.2,479.3,25.5,27.8,11.9,37.5,12.2,53.1,Good,Unhealthy for Sensitive
SNS-017,Roadside,2025-01-28,SNS-017,SNS-017,Roadside,Roadside,25.0,30.3,49.3,55.8,0.9,6.9,0.0,1.0,0.48,0.74,491.2,501.5,21.4,38.9,25.7,45.0,39.4,62.3,Moderate,Unhealthy for Sensitive
SNS-017,Roadside,2025-02-02,SNS-017,SNS-017,Roadside,Roadside,27.4,27.4,48.9,48.9,7.8,7.8,0.0,0.0,0.51,0.51,458.0,458.0,43.7,43.7,32.6,32.6,51.1,51.1,Moderate,Moderate
SNS-017,Roadside,2025-02-07,SNS-017,SNS-017,Roadside,Roadside,29.5,29.5,54.1,54.1,2.0,2.0,0.0,0.0,0.47,0.47,479.9,479.9,31.5,31.5,48.0,48.0,70.7,70.7,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-02-12,SNS-017,SNS-017,Roadside,Roadside,31.2,31.2,52.6,52.6,1.8,1.8,0.0,0.0,0.84,0.84,548.9,548.9,43.2,43.2,53.6,53.6,82.8,82.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-02-17,SNS-017,SNS-017,Roadside,Roadside,29.4,31.4,46.5,52.4,0.9,2.7,0.0,1.0,0.14,0.52,439.1,480.8,16.5,29.7,23.8,46.7,25.5,64.2,Moderate,Unhealthy for Sensitive
SNS-017,Roadside,2025-02-22,SNS-017,SNS-017,Roadside,Roadside,28.4,29.5,42.3,54.5,0.3,11.4,0.0,5.0,0.35,0.94,426.1,509.6,25.4,52.6,20.0,57.0,30.1,87.2,Moderate,Unhealthy for Sensitive
SNS-017,Roadside,2025-02-27,SNS-017,SNS-017,Roadside,Roadside,28.6,30.1,50.5,55.2,2.1,4.7,0.0,0.0,0.6,0.98,482.1,535.0,34.5,49.6,33.1,55.9,50.3,84.0,Moderate,Unhealthy
SNS-017,Roadside,2025-03-04,SNS-017,SNS-017,Roadside,Roadside,31.9,31.9,51.1,51.1,4.1,4.1,0.0,0.0,0.87,0.87,506.7,506.7,40.4,40.4,62.4,62.4,93.8,93.8,Unhealthy,Unhealthy
SNS-017,Roadside,2025-03-09,SNS-017,SNS-017,Roadside,Roadside,31.6,31.6,57.5,57.5,2.9,2.9,0.0,0.0,0.16,0.16,459.2,459.2,21.5,21.5,26.4,26.4,39.2,39.2,Moderate,Moderate
SNS-017,Roadside,2025-03-14,SNS-017,SNS-017,Roadside,Roadside,31.3,31.3,56.6,56.6,0.7,0.7,0.0,0.0,0.59,0.59,487.3,487.3,40.2,40.2,46.4,46.4,70.7,70.7,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-03-19,SNS-017,SNS-017,Roadside,Roadside,28.1,31.3,40.8,56.3,1.5,3.3,0.0,0.0,0.02,0.56,430.2,483.0,16.7,33.1,28.3,49.4,42.5,74.6,Moderate,Unhealthy for Sensitive
SNS-017,Roadside,2025-03-24,SNS-017,SNS-017,Roadside,Roadside,28.2,28.2,55.9,55.9,8.3,8.3,0.0,0.0,0.05,0.05,437.9,437.9,2.5,2.5,21.3,21.3,31.0,31.0,Moderate,Moderate
SNS-017,Roadside,2025-03-29,SNS-017,SNS-017,Roadside,Roadside,28.8,29.5,51.0,57.0,2.5,10.5,0.0,0.0,0.05,0.93,428.4,530.5,9.3,48.8,22.6,58.2,24.6,85.9,Moderate,Unhealthy
SNS-017,Roadside,2025-04-03,SNS-017,SNS-017,Roadside,Roadside,26.2,32.6,45.7,59.0,0.9,5.9,0.0,0.0,0.03,0.91,461.2,535.6,11.8,52.2,38.7,54.3,56.7,90.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-04-08,,,,,,,,,,,,,,,,,,,,,,,,
SNS-017,Roadside,2025-04-13,SNS-017,SNS-017,Roadside,Roadside,26.3,28.9,49.9,53.4,0.4,5.7,0.0,0.0,0.42,0.52,466.5,504.1,27.9,37.9,44.9,48.5,70.1,83.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-04-18,SNS-017,SNS-017,Roadside,Roadside,26.1,29.7,50.2,51.7,1.5,2.7,0.0,0.0,0.01,0.73,448.2,516.4,12.2,42.9,33.8,54.0,57.1,84.0,Moderate,Unhealthy for Sensitive
SNS-017,Roadside,2025-04-23,SNS-017,SNS-017,Roadside,Roadside,23.8,29.8,48.0,53.2,2.4,3.5,0.0,0.0,0.1,0.87,443.3,515.0,15.3,44.7,31.2,53.7,40.2,74.8,Moderate,Unhealthy for Sensitive
SNS-017,Roadside,2025-04-28,SNS-017,SNS-017,Roadside,Roadside,31.7,31.7,55.8,55.8,2.5,2.5,0.0,0.0,0.37,0.37,470.4,470.4,23.8,23.8,41.0,41.0,52.5,52.5,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-05-03,SNS-017,SNS-017,Roadside,Roadside,28.1,30.1,47.4,52.9,2.6,8.0,0.0,0.0,0.53,0.93,457.9,540.9,24.4,50.1,33.9,59.7,47.0,85.2,Moderate,Unhealthy
SNS-017,Roadside,2025-05-08,,,,,,,,,,,,,,,,,,,,,,,,
SNS-017,Roadside,2025-05-13,SNS-017,SNS-017,Roadside,Roadside,26.5,27.9,55.2,55.3,4.8,5.2,0.0,0.0,0.15,0.54,424.1,465.0,16.7,32.0,30.4,44.4,46.6,67.5,Moderate,Unhealthy for Sensitive
SNS-017,Roadside,2025-05-18,SNS-017,SNS-017,Roadside,Roadside,26.6,26.8,47.0,56.4,1.4,11.0,0.0,0.0,0.5,0.71,459.5,501.1,28.1,49.5,36.7,49.7,48.2,70.0,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-05-23,SNS-017,SNS-017,Roadside,Roadside,26.3,26.8,56.4,62.5,3.5,5.6,0.0,0.0,0.51,0.53,468.9,484.2,25.8,29.1,39.7,42.4,58.0,62.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-017,Roadside,2025-05-28,SNS-017,SNS-017,Roadside,Roadside,22.5,25.3,55.3,59.3,4.8,7.8,0.0,0.0,0.02,0.35,424.5,474.0,4.8,25.6,29.5,37.9,51.6,64.2,Moderate,Unhealthy for Sensitive
SNS-017,Roadside,2025-06-02,SNS-017,SNS-017,Roadside,Roadside,21.6,21.6,55.9,55.9,5.1,5.1,0.0,0.0,0.73,0.73,481.2,481.2,39.3,39.3,46.9,46.9,65.0,65.0,Unhealthy for Sensitive,Unhealthy for Sensitive
